,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
Mean,0.112341516,0.047570657,0.02610427,0.4140541,0.14831825,0.04414715,0.2773857,0.019799888,0.060027286,0.4117442,0.19288951,0.23272555,0.12681644,0.4918941,0.084851936,0.07030178,0.05039739,0.12538923,0.7471194,0.574602
STD,0.04859735,0.040283155,0.03544833,0.14909963,0.07253374,0.03380253,0.15039155,0.030461244,0.049025312,0.16281432,0.1134926,0.14163166,0.08524653,0.1805389,0.04924713,0.04333833,0.020974234,0.060102474,0.2801335,0.29948366
Median,0.10810811,0.04032258,0.01754386,0.40963855,0.13846155,0.03773585,0.2606383,0.0107421875,0.051757812,0.39534885,0.17002237,0.20833333,0.11363637,0.5,0.07651715,0.063360885,0.048109967,0.11764706,0.875,0.63265306
Percentile: 5,0.04587156,0.0069204154,0.0,0.17021276,0.053333335,0.0058479533,0.061444968,0.0,0.0,0.16793893,0.05904059,0.04761905,0.017857144,0.1875,0.025551684,0.019900497,0.026262626,0.046728972,0.2,0.028301887
Percentile: 10,0.05882353,0.012012012,0.0,0.2238806,0.06818182,0.010309278,0.0948718,0.0,0.009765625,0.21354167,0.07514451,0.071428575,0.032258064,0.25,0.034734916,0.027726432,0.03076923,0.06081081,0.375,0.145
Percentile: 15,0.067567565,0.016233766,0.0,0.26,0.08,0.014084507,0.12038141,0.0,0.015625,0.24539877,0.08796296,0.09016393,0.04411765,0.30769232,0.041899443,0.03359684,0.033834588,0.070866145,0.46153846,0.22115384
Percentile: 20,0.075,0.02,0.0,0.2888889,0.08955224,0.01754386,0.1431801,0.0009765625,0.021484375,0.27118644,0.0995935,0.10769231,0.05479452,0.33333334,0.047954865,0.038554218,0.036363635,0.07920792,0.5,0.27586207
Percentile: 25,0.08139535,0.02356021,0.0,0.31343284,0.09836066,0.020895522,0.1641541,0.001953125,0.02734375,0.29411766,0.1106383,0.125,0.06521739,0.36363637,0.053308822,0.042986427,0.03858521,0.086419754,0.5,0.3125
Percentile: 30,0.087248325,0.026936026,0.0,0.33333334,0.106796116,0.024163568,0.18393235,0.00390625,0.032226562,0.31578946,0.121673,0.14117648,0.07476635,0.4,0.05821918,0.047138046,0.040609136,0.093023255,0.53846157,0.36363637
Percentile: 35,0.09259259,0.0302267,0.00952381,0.35416666,0.114754096,0.0274463,0.20315236,0.0048828125,0.037109375,0.33636364,0.13297872,0.1574074,0.08450704,0.41666666,0.06284658,0.05116279,0.04255319,0.09933775,0.625,0.42857143
Percentile: 40,0.097826086,0.033536587,0.012121212,0.37313432,0.12280702,0.03076923,0.22222222,0.0068359375,0.041992188,0.3564815,0.14477211,0.17391305,0.094017096,0.45454547,0.067349926,0.055155877,0.044386424,0.10526316,0.75,0.48387095
Percentile: 45,0.10294118,0.03686636,0.014705882,0.39130434,0.13043478,0.034188036,0.2413305,0.0087890625,0.046875,0.376,0.15707965,0.19078948,0.10344828,0.46153846,0.07186235,0.059210528,0.046242774,0.11111111,0.75,0.5625
Percentile: 50,0.10810811,0.04032258,0.01754386,0.40963855,0.13846155,0.03773585,0.2606383,0.0107421875,0.051757812,0.39534885,0.17002237,0.20833333,0.11363637,0.5,0.07651715,0.063360885,0.048109967,0.11764706,0.875,0.63265306
Percentile: 55,0.11320755,0.043956045,0.020833334,0.42857143,0.14634146,0.041493777,0.28047922,0.0126953125,0.056640625,0.4155251,0.18357489,0.22699386,0.12371134,0.5,0.08142494,0.067699835,0.05,0.12371134,0.875,0.70108694
Percentile: 60,0.118421055,0.047808766,0.024096385,0.44705883,0.15517241,0.045454547,0.30113637,0.015625,0.0625,0.4369748,0.1978022,0.24647887,0.13461539,0.53846157,0.086687304,0.07231405,0.052,0.13043478,1.0,0.74603176
Percentile: 65,0.123893805,0.052,0.027777778,0.46666667,0.16393442,0.049808428,0.3227771,0.018554688,0.068359375,0.46052632,0.21301775,0.26732674,0.14606741,0.5555556,0.09243698,0.077302635,0.054117646,0.1375,1.0,0.78125
Percentile: 70,0.13,0.05666667,0.032258064,0.4888889,0.17391305,0.054545455,0.34570765,0.022460938,0.07421875,0.4864865,0.22969188,0.29,0.15853658,0.5833333,0.0989011,0.082810536,0.056410257,0.14516129,1.0,0.8039216
Percentile: 75,0.1368421,0.06198347,0.03731343,0.5113636,0.18518518,0.059957173,0.37105548,0.026367188,0.08203125,0.515625,0.24844721,0.3152174,0.1724138,0.61538464,0.106351554,0.08906882,0.05901639,0.15384616,1.0,0.8245614
Percentile: 80,0.14457831,0.06832298,0.04347826,0.53846157,0.2,0.066246055,0.4,0.032226562,0.08984375,0.548718,0.27044025,0.34453782,0.18867925,0.6363636,0.11530815,0.0964467,0.062043797,0.16455697,1.0,0.8627451
Percentile: 85,0.15384616,0.07633588,0.051282052,0.5692308,0.21428572,0.074074075,0.4349835,0.0390625,0.10058594,0.5879121,0.29787233,0.3802817,0.20895523,0.6666667,0.12661637,0.105610564,0.065789476,0.17757009,1.0,0.90909094
Percentile: 90,0.16666667,0.08761329,0.0625,0.6086956,0.23728813,0.08454106,0.48028675,0.048828125,0.115234375,0.63799286,0.336,0.42857143,0.23584905,0.72727275,0.14222713,0.11816019,0.07100592,0.19565217,1.0,0.93650794
Percentile: 95,0.18987341,0.10780669,0.083333336,0.6666667,0.275,0.10216718,0.55056816,0.06738281,0.14160156,0.70711297,0.40425533,0.5034965,0.28,0.8,0.16889429,0.1396648,0.08,0.22727273,1.0,0.984127
