,ecfp,avalon,tt,maccs,fcfp,ap,rdkit,map4,mhfp,pubchem,daylight,kr,lingo,estate,dfs,asp,lstar,rad2d,ph2,ph3
Mean,0.112527125,0.04807612,0.026638368,0.41512096,0.14877142,0.044449784,0.27917853,0.019703098,0.0601977,0.4135279,0.19383986,0.23345436,0.12686099,0.49315923,0.085307114,0.07064421,0.050420973,0.12593849,0.7465799,0.58069277
STD,0.04833877,0.039728645,0.03539762,0.15005396,0.07271604,0.03360836,0.14941534,0.0298762,0.048751317,0.1629037,0.1125155,0.14256294,0.085052945,0.18385585,0.048744816,0.04278227,0.020654647,0.05986345,0.2793732,0.29924214
Median,0.10810811,0.040816326,0.018181818,0.4117647,0.1392405,0.038179148,0.26229507,0.0107421875,0.052734375,0.39759037,0.17142858,0.20967741,0.11392405,0.5,0.07733333,0.06403013,0.048245613,0.118644066,0.875,0.6393443
Percentile: 5,0.046153847,0.007352941,0.0,0.16901408,0.05263158,0.005973716,0.063522615,0.0,0.0,0.16778524,0.059880238,0.04761905,0.01724138,0.18181819,0.025991792,0.019900497,0.026143791,0.04597701,0.22222222,0.033333335
Percentile: 10,0.05882353,0.012578616,0.0,0.22222222,0.06779661,0.010526316,0.09903382,0.0,0.009765625,0.21428572,0.07614213,0.07017544,0.031578947,0.25,0.035330262,0.027896997,0.03076923,0.060606062,0.375,0.14285715
Percentile: 15,0.06818182,0.01686747,0.0,0.25974026,0.07936508,0.014336918,0.12460733,0.0,0.015625,0.24683544,0.089171976,0.088607594,0.04347826,0.3,0.04249292,0.033898305,0.033898305,0.071428575,0.46153846,0.22891566
Percentile: 20,0.0754717,0.020661157,0.0,0.28915662,0.08928572,0.017857144,0.14691943,0.0009765625,0.021484375,0.27306274,0.10091743,0.105960265,0.054545455,0.33333334,0.048507463,0.038961038,0.036437247,0.07964602,0.5,0.27868852
Percentile: 25,0.08181818,0.024169184,0.0,0.31428573,0.09836066,0.021186441,0.1672794,0.001953125,0.02734375,0.29613733,0.1119403,0.123222746,0.06451613,0.36363637,0.05383265,0.04347826,0.038674034,0.08695652,0.5,0.32
Percentile: 30,0.0875,0.0275,0.0,0.33333334,0.10714286,0.024498885,0.18665276,0.00390625,0.033203125,0.31791908,0.122994654,0.14012739,0.07462686,0.4,0.05873261,0.04761905,0.040723983,0.093959734,0.54545456,0.375
Percentile: 35,0.093023255,0.03076923,0.01010101,0.3559322,0.11504425,0.027777778,0.20551725,0.0048828125,0.038085938,0.33858266,0.13440861,0.15686275,0.08450704,0.41666666,0.0634058,0.051681526,0.04265403,0.1,0.625,0.43636364
Percentile: 40,0.09803922,0.034031413,0.0125,0.375,0.12307692,0.031161472,0.22422259,0.0068359375,0.04296875,0.35849056,0.1462766,0.17391305,0.09411765,0.45454547,0.06797853,0.055722892,0.04453441,0.10638298,0.75,0.5
Percentile: 45,0.10309278,0.03735632,0.015151516,0.39344263,0.13114753,0.034615386,0.24307692,0.0087890625,0.047851562,0.37799042,0.15856777,0.19148937,0.103896104,0.46153846,0.072592594,0.059813086,0.04639175,0.1125,0.75,0.5744681
Percentile: 50,0.10810811,0.040816326,0.018181818,0.4117647,0.1392405,0.038179148,0.26229507,0.0107421875,0.052734375,0.39759037,0.17142858,0.20967741,0.11392405,0.5,0.07733333,0.06403013,0.048245613,0.118644066,0.875,0.6393443
Percentile: 55,0.11333334,0.044444446,0.021276595,0.43055555,0.14754099,0.041942604,0.2818864,0.013671875,0.057617188,0.41810346,0.18495297,0.22857143,0.125,0.5,0.08229814,0.068432674,0.050167225,0.125,0.875,0.71428573
Percentile: 60,0.118644066,0.048309177,0.024793388,0.44927537,0.15625,0.045936394,0.302213,0.015625,0.06347656,0.44,0.19921875,0.24848485,0.13513513,0.53846157,0.08760331,0.07310345,0.05214724,0.13157895,1.0,0.74603176
Percentile: 65,0.124087594,0.05263158,0.028571429,0.46938777,0.16666667,0.05026455,0.32364342,0.018554688,0.068359375,0.46357617,0.21428572,0.26984128,0.14678898,0.5625,0.09336333,0.078125,0.054263566,0.13868614,1.0,0.78571427
Percentile: 70,0.13043478,0.057251908,0.03305785,0.4909091,0.1754386,0.055028465,0.34652278,0.022460938,0.07519531,0.48953974,0.2310757,0.29268292,0.1594203,0.5833333,0.09976247,0.08365019,0.05656934,0.14634146,1.0,0.8095238
Percentile: 75,0.1369863,0.06266318,0.03816794,0.5138889,0.18681319,0.060402684,0.371831,0.026367188,0.08203125,0.5182482,0.25,0.3181818,0.17333333,0.61538464,0.10710195,0.08986175,0.059154928,0.15517241,1.0,0.8305085
Percentile: 80,0.14473684,0.06905371,0.044444446,0.54,0.2,0.06666667,0.4008942,0.032226562,0.09082031,0.55140185,0.2716482,0.34756097,0.18965517,0.64285713,0.115891136,0.097087376,0.062176164,0.16535433,1.0,0.86440676
Percentile: 85,0.15436241,0.07714286,0.05263158,0.5714286,0.21621622,0.07441253,0.43588084,0.0390625,0.1015625,0.59090906,0.29889297,0.38333333,0.20967741,0.6923077,0.12699386,0.10602094,0.065902576,0.17857143,1.0,0.91525424
Percentile: 90,0.16666667,0.08841463,0.06349207,0.6111111,0.23863636,0.08488964,0.48121938,0.048828125,0.11621094,0.64,0.3368201,0.43103448,0.2361111,0.72727275,0.14231499,0.11823036,0.07103825,0.19626169,1.0,0.93650794
Percentile: 95,0.18987341,0.108474575,0.083333336,0.6666667,0.27586207,0.10236221,0.5515306,0.06738281,0.14160156,0.7076023,0.40366971,0.50427353,0.27941176,0.8,0.16830066,0.13916501,0.07986111,0.22727273,1.0,0.9836066
